,count,mean,std,min,25%,50%,75%,max
DongXe_k3,37486.0,0.004855145921143894,0.06951044793946554,0.0,0.0,0.0,0.0,1.0
DongXe_k5,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_kalos,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_karando,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_koleos,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_kona,37486.0,0.007229365629835139,0.08471890797452332,0.0,0.0,0.0,0.0,1.0
DongXe_korando,37486.0,0.00042682601504561704,0.020655634009153743,0.0,0.0,0.0,0.0,1.0
DongXe_kyron,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_l300,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_labo,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_lacetti,37486.0,0.008829963186256203,0.0935533452972643,0.0,0.0,0.0,0.0,1.0
DongXe_lancer,37486.0,0.0010670650376140426,0.03264896393299851,0.0,0.0,0.0,0.0,1.0
DongXe_land cruiser,37486.0,0.0025609560902737022,0.05054172275164729,0.0,0.0,0.0,0.0,1.0
DongXe_land cruiser prado,37486.0,0.0009870351597929894,0.03140202584016542,0.0,0.0,0.0,0.0,1.0
DongXe_land_cruiser,37486.0,0.00024008963346315958,0.015493172491310716,0.0,0.0,0.0,0.0,1.0
DongXe_land_cruiser_prado,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_lanos,37486.0,0.003734727631649149,0.060999005743174524,0.0,0.0,0.0,0.0,1.0
DongXe_lantra,37486.0,5.335325188070213e-05,0.00730423360510804,0.0,0.0,0.0,0.0,1.0
DongXe_laser,37486.0,0.002454249586512298,0.04948021379943178,0.0,0.0,0.0,0.0,1.0
DongXe_legacy,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_leganza,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_legend,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_levante,37486.0,0.00010670650376140426,0.010329470645929964,0.0,0.0,0.0,0.0,1.0
DongXe_libero,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_livina,37486.0,0.00018673638158245745,0.013664058394397082,0.0,0.0,0.0,0.0,1.0
DongXe_lm300h,37486.0,0.00048017926692631917,0.021908023611254757,0.0,0.0,0.0,0.0,1.0
DongXe_lr2,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_lr_3,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_ls,37486.0,0.0007202689003894787,0.026828516808004254,0.0,0.0,0.0,0.0,1.0
DongXe_ls_500h,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_lux,37486.0,0.006242330470042149,0.07876248643595989,0.0,0.0,0.0,0.0,1.0
DongXe_lux-a-2-0,37486.0,0.0006135623966280745,0.024762921798160132,0.0,0.0,0.0,0.0,1.0
DongXe_lux-sa-2-0,37486.0,0.00048017926692631917,0.021908023611254757,0.0,0.0,0.0,0.0,1.0
DongXe_lx,37486.0,0.0013871845488982553,0.037219581176866925,0.0,0.0,0.0,0.0,1.0
DongXe_lx_570,37486.0,0.0010670650376140426,0.032648963932998515,0.0,0.0,0.0,0.0,1.0
DongXe_m couper,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_m3,37486.0,0.00010670650376140426,0.010329470645929964,0.0,0.0,0.0,0.0,1.0
DongXe_m4,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_macan,37486.0,0.00021341300752280852,0.01460729798719998,0.0,0.0,0.0,0.0,1.0
DongXe_magnus,37486.0,0.00042682601504561704,0.020655634009153746,0.0,0.0,0.0,0.0,1.0
DongXe_matiz,37486.0,0.0073894253854772446,0.08564471642469561,0.0,0.0,0.0,0.0,1.0
DongXe_matrix,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_maxima,37486.0,0.00010670650376140426,0.010329470645929964,0.0,0.0,0.0,0.0,1.0
DongXe_maybach,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_mazda2,37486.0,8.00298778210532e-05,0.00894570331795748,0.0,0.0,0.0,0.0,1.0
DongXe_mazda3,37486.0,0.0002934428853438617,0.017127889612987068,0.0,0.0,0.0,0.0,1.0
DongXe_mazda6,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_mb,37486.0,0.0006402390225684256,0.025295181072681732,0.0,0.0,0.0,0.0,1.0
DongXe_mb100,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_mdx,37486.0,0.0003467961372245638,0.018619482217639222,0.0,0.0,0.0,0.0,1.0
DongXe_mighty,37486.0,0.00010670650376140426,0.010329470645929964,0.0,0.0,0.0,0.0,1.0
DongXe_mirage,37486.0,0.0006935922744491276,0.026327356391547225,0.0,0.0,0.0,0.0,1.0
DongXe_ml class,37486.0,0.00018673638158245745,0.013664058394397082,0.0,0.0,0.0,0.0,1.0
DongXe_moco,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_mondeo,37486.0,0.001307154671077202,0.036131438437560434,0.0,0.0,0.0,0.0,1.0
DongXe_morning,37486.0,0.05001867363815825,0.21798640679526576,0.0,0.0,0.0,0.0,1.0
DongXe_mu x,37486.0,0.0015739209304807128,0.03964196797990112,0.0,0.0,0.0,0.0,1.0
DongXe_mulsanne,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_murano,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_musso,37486.0,0.0005335325188070213,0.023092468198346254,0.0,0.0,0.0,0.0,1.0
DongXe_mustang,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_mx 3,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_mx 5,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_mx 6,37486.0,0.00024008963346315958,0.015493172491310716,0.0,0.0,0.0,0.0,1.0
DongXe_navara,37486.0,0.00325454836472283,0.05695649936382455,0.0,0.0,0.0,0.0,1.0
DongXe_navigator,37486.0,0.00010670650376140426,0.010329470645929964,0.0,0.0,0.0,0.0,1.0
DongXe_navigator_l,37486.0,0.0003734727631649149,0.01932209203989234,0.0,0.0,0.0,0.0,1.0
DongXe_new beetle,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_nmr,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_nqr,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_nubira,37486.0,0.002107453449287734,0.04585922145011083,0.0,0.0,0.0,0.0,1.0
DongXe_nx,37486.0,0.0002934428853438617,0.017127889612987068,0.0,0.0,0.0,0.0,1.0
DongXe_nx_300,37486.0,5.335325188070213e-05,0.007304233605108038,0.0,0.0,0.0,0.0,1.0
DongXe_odyssey,37486.0,0.0003467961372245638,0.018619482217639226,0.0,0.0,0.0,0.0,1.0
DongXe_ollin,37486.0,8.00298778210532e-05,0.008945703317957479,0.0,0.0,0.0,0.0,1.0
DongXe_optima,37486.0,0.0009603585338526383,0.03097518104133887,0.0,0.0,0.0,0.0,1.0
DongXe_orlando,37486.0,0.0009336819079122872,0.030542348156261778,0.0,0.0,0.0,0.0,1.0
DongXe_other,37486.0,0.0004535026409859681,0.021291056082239284,0.0,0.0,0.0,0.0,1.0
DongXe_outback,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_outback-eyesight,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_outlander,37486.0,0.005335325188070213,0.07284916654355121,0.0,0.0,0.0,0.0,1.0
DongXe_outlander sport,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_outlander_sport,37486.0,0.00018673638158245745,0.013664058394397084,0.0,0.0,0.0,0.0,1.0
DongXe_pajero,37486.0,0.003921464013231606,0.06249952269580156,0.0,0.0,0.0,0.0,1.0
DongXe_pajero sport,37486.0,0.002214159953049138,0.04700336568649377,0.0,0.0,0.0,0.0,1.0
DongXe_pajero_sport,37486.0,0.00040014938910526595,0.0199999985055111,0.0,0.0,0.0,0.0,1.0
DongXe_panamera,37486.0,0.0003201195112842128,0.017889258564434223,0.0,0.0,0.0,0.0,1.0
DongXe_paso,37486.0,0.0001600597556421064,0.01265062867218139,0.0,0.0,0.0,0.0,1.0
DongXe_passat,37486.0,0.00024008963346315958,0.015493172491310717,0.0,0.0,0.0,0.0,1.0
DongXe_pathfinder,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_patriot,37486.0,5.335325188070213e-05,0.00730423360510804,0.0,0.0,0.0,0.0,1.0
DongXe_perdana,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_picanto,37486.0,0.0006135623966280745,0.024762921798160135,0.0,0.0,0.0,0.0,1.0
DongXe_pick up,37486.0,0.00024008963346315958,0.015493172491310716,0.0,0.0,0.0,0.0,1.0
DongXe_pickup,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_polo,37486.0,0.001200448167315798,0.034627143656824386,0.0,0.0,0.0,0.0,1.0
DongXe_pony,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_potentia,37486.0,0.00010670650376140426,0.010329470645929964,0.0,0.0,0.0,0.0,1.0
DongXe_prado,37486.0,0.0009870351597929894,0.03140202584016542,0.0,0.0,0.0,0.0,1.0
DongXe_premacy,37486.0,0.0005602091447473724,0.023662422677691575,0.0,0.0,0.0,0.0,1.0
DongXe_premio,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_presage,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_previa,37486.0,0.0002934428853438617,0.017127889612987068,0.0,0.0,0.0,0.0,1.0
DongXe_pride,37486.0,0.0006135623966280745,0.024762921798160132,0.0,0.0,0.0,0.0,1.0
DongXe_prince,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_prius,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_pronto,37486.0,0.00013338312970175532,0.011548545210312407,0.0,0.0,0.0,0.0,1.0
DongXe_pulsar,37486.0,5.335325188070213e-05,0.00730423360510804,0.0,0.0,0.0,0.0,1.0
DongXe_punto,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_q2,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_q3,37486.0,0.0001600597556421064,0.012650628672181388,0.0,0.0,0.0,0.0,1.0
DongXe_q5,37486.0,0.0009070052819719362,0.03010326889110523,0.0,0.0,0.0,0.0,1.0
DongXe_q7,37486.0,0.0004535026409859681,0.021291056082239294,0.0,0.0,0.0,0.0,1.0
DongXe_qashqai,37486.0,0.0001600597556421064,0.012650628672181388,0.0,0.0,0.0,0.0,1.0
DongXe_qkr,37486.0,0.00010670650376140426,0.010329470645929964,0.0,0.0,0.0,0.0,1.0
DongXe_qq3,37486.0,0.0001600597556421064,0.01265062867218139,0.0,0.0,0.0,0.0,1.0
DongXe_quatroporte,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_quattroporte,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_qx60,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_qx70,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_r class,37486.0,0.00021341300752280852,0.01460729798719998,0.0,0.0,0.0,0.0,1.0
DongXe_ram,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_range rover,37486.0,0.0007202689003894787,0.026828516808004254,0.0,0.0,0.0,0.0,1.0
DongXe_range rover evoque,37486.0,0.0009336819079122872,0.03054234815626178,0.0,0.0,0.0,0.0,1.0
DongXe_range rover sport,37486.0,0.0005602091447473724,0.02366242267769158,0.0,0.0,0.0,0.0,1.0
DongXe_range rover velar,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_range rover vogue,37486.0,0.00024008963346315958,0.015493172491310716,0.0,0.0,0.0,0.0,1.0
DongXe_range_rover,37486.0,0.001653950808301766,0.04063569004031179,0.0,0.0,0.0,0.0,1.0
DongXe_range_rover_sport,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_ranger,37486.0,0.04839139945579683,0.21459473525030953,0.0,0.0,0.0,0.0,1.0
DongXe_ranger-raptor,37486.0,0.00026676625940351065,0.0163310198665437,0.0,0.0,0.0,0.0,1.0
DongXe_ranger-wildtrack,37486.0,0.0004535026409859681,0.021291056082239287,0.0,0.0,0.0,0.0,1.0
DongXe_rav4,37486.0,0.0006669156485087766,0.02581644149945932,0.0,0.0,0.0,0.0,1.0
DongXe_rexton,37486.0,0.00010670650376140426,0.010329470645929966,0.0,0.0,0.0,0.0,1.0
DongXe_rio,37486.0,0.0060822707144000425,0.07775241455571748,0.0,0.0,0.0,0.0,1.0
DongXe_rl,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_rondo,37486.0,0.0046150562876807345,0.0677781682576559,0.0,0.0,0.0,0.0,1.0
DongXe_rush,37486.0,0.0033879314944245853,0.058108032916295745,0.0,0.0,0.0,0.0,1.0
DongXe_rx,37486.0,0.002134130075228085,0.046147940099817694,0.0,0.0,0.0,0.0,1.0
DongXe_rx 8,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_rx_300,37486.0,5.335325188070213e-05,0.007304233605108038,0.0,0.0,0.0,0.0,1.0
DongXe_rx_350,37486.0,0.00026676625940351065,0.0163310198665437,0.0,0.0,0.0,0.0,1.0
DongXe_rx_450,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_rx_450h,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_s class,37486.0,0.004428319906098276,0.06639900226320894,0.0,0.0,0.0,0.0,1.0
DongXe_s450,37486.0,0.0010403884116736916,0.03223869925328373,0.0,0.0,0.0,0.0,1.0
DongXe_s450_maybach,37486.0,0.00010670650376140426,0.010329470645929966,0.0,0.0,0.0,0.0,1.0
DongXe_s500,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_s560,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_s90,37486.0,0.00013338312970175532,0.011548545210312407,0.0,0.0,0.0,0.0,1.0
DongXe_s_series,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_santa fe,37486.0,0.017126393853705384,0.12974409254006203,0.0,0.0,0.0,0.0,1.0
DongXe_santa_fe,37486.0,0.0016005975564210638,0.03997597122297111,0.0,0.0,0.0,0.0,1.0
DongXe_scirocco,37486.0,0.0001600597556421064,0.01265062867218139,0.0,0.0,0.0,0.0,1.0
DongXe_sedona,37486.0,0.005415355065891266,0.07339054898497104,0.0,0.0,0.0,0.0,1.0
DongXe_seltos,37486.0,0.0027743690977965105,0.05259986484153722,0.0,0.0,0.0,0.0,1.0
DongXe_sentra,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_siena,37486.0,0.0012538014191965001,0.03538732551838598,0.0,0.0,0.0,0.0,1.0
DongXe_sienna,37486.0,0.0010670650376140426,0.03264896393299851,0.0,0.0,0.0,0.0,1.0
DongXe_sigma,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_skyline,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_sl class,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_slk class,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_sm3,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_sm7,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_solati,37486.0,0.0013338312970175533,0.036497777010314675,0.0,0.0,0.0,0.0,1.0
DongXe_soluto,37486.0,0.004828469295203542,0.06932015124201456,0.0,0.0,0.0,0.0,1.0
DongXe_sonata,37486.0,0.0018140105639438723,0.04255312250357943,0.0,0.0,0.0,0.0,1.0
DongXe_sorento,37486.0,0.006215653844101798,0.07859506522566441,0.0,0.0,0.0,0.0,1.0
DongXe_soul,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_spark,37486.0,0.016966334098063276,0.12914690295440281,0.0,0.0,0.0,0.0,1.0
DongXe_spark_van,37486.0,5.335325188070213e-05,0.007304233605108038,0.0,0.0,0.0,0.0,1.0
DongXe_spectra,37486.0,0.001200448167315798,0.03462714365682439,0.0,0.0,0.0,0.0,1.0
DongXe_sportage,37486.0,0.0006669156485087766,0.025816441499459324,0.0,0.0,0.0,0.0,1.0
DongXe_sprinter,37486.0,0.0030144587312596702,0.054822002381658075,0.0,0.0,0.0,0.0,1.0
DongXe_srx,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_starex,37486.0,0.0012804780451368511,0.03576132739590453,0.0,0.0,0.0,0.0,1.0
DongXe_stavic,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_sunny,37486.0,0.0031211652350210746,0.055780879941908154,0.0,0.0,0.0,0.0,1.0
DongXe_super_carry_blind_van,37486.0,0.00010670650376140426,0.010329470645929966,0.0,0.0,0.0,0.0,1.0
DongXe_supper_carry_pro,37486.0,5.335325188070213e-05,0.007304233605108038,0.0,0.0,0.0,0.0,1.0
DongXe_swift,37486.0,0.0031211652350210746,0.055780879941908154,0.0,0.0,0.0,0.0,1.0
DongXe_tacoma,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_tarex,37486.0,5.335325188070213e-05,0.007304233605108038,0.0,0.0,0.0,0.0,1.0
DongXe_taurus,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_tc,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_teana,37486.0,0.0006935922744491276,0.026327356391547225,0.0,0.0,0.0,0.0,1.0
DongXe_tempra,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_terios,37486.0,0.00026676625940351065,0.016331019866543704,0.0,0.0,0.0,0.0,1.0
DongXe_terracan,37486.0,0.0002934428853438617,0.017127889612987068,0.0,0.0,0.0,0.0,1.0
DongXe_terrano,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_tico,37486.0,0.00010670650376140426,0.010329470645929966,0.0,0.0,0.0,0.0,1.0
DongXe_tiguan,37486.0,0.0018940404417649255,0.0434799204785863,0.0,0.0,0.0,0.0,1.0
DongXe_tiida,37486.0,0.00010670650376140426,0.010329470645929964,0.0,0.0,0.0,0.0,1.0
DongXe_tipo,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_tivoli,37486.0,0.00024008963346315958,0.015493172491310717,0.0,0.0,0.0,0.0,1.0
DongXe_touareg,37486.0,2.6676625940351065e-05,0.0051649420074528505,0.0,0.0,0.0,0.0,1.0
DongXe_tourneo,37486.0,0.0006935922744491276,0.026327356391547225,0.0,0.0,0.0,0.0,1.0
DongXe_towner,37486.0,0.00026676625940351065,0.016331019866543704,0.0,0.0,0.0,0.0,1.0
DongXe_tra,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_trailblazer,37486.0,0.0006669156485087766,0.025816441499459324,0.0,0.0,0.0,0.0,1.0
DongXe_trajet,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_trans sport,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_transit,37486.0,0.010643973750200075,0.10262046824829477,0.0,0.0,0.0,0.0,1.0
DongXe_traveller,37486.0,0.0001600597556421064,0.012650628672181388,0.0,0.0,0.0,0.0,1.0
DongXe_trax,37486.0,0.00010670650376140426,0.010329470645929964,0.0,0.0,0.0,0.0,1.0
DongXe_trd,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_triton,37486.0,0.003361254868484234,0.0578795836381253,0.0,0.0,0.0,0.0,1.0
DongXe_trooper,37486.0,0.0001600597556421064,0.01265062867218139,0.0,0.0,0.0,0.0,1.0
DongXe_truck,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_tt,37486.0,0.0003734727631649149,0.01932209203989234,0.0,0.0,0.0,0.0,1.0
DongXe_tucson,37486.0,0.012137864802859734,0.10950277127311389,0.0,0.0,0.0,0.0,1.0
DongXe_tuscani,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_u7,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_urraco,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_v class,37486.0,0.00021341300752280852,0.01460729798719998,0.0,0.0,0.0,0.0,1.0
DongXe_v250,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_v5,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_veloster,37486.0,0.0003734727631649149,0.01932209203989234,0.0,0.0,0.0,0.0,1.0
DongXe_venza,37486.0,0.001227124793256149,0.03500930810868216,0.0,0.0,0.0,0.0,1.0
DongXe_veracruz,37486.0,0.00013338312970175532,0.011548545210312407,0.0,0.0,0.0,0.0,1.0
DongXe_verna,37486.0,0.0005335325188070213,0.023092468198346254,0.0,0.0,0.0,0.0,1.0
DongXe_vigor,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_vios,37486.0,0.04951181774529158,0.2169369795469743,0.0,0.0,0.0,0.0,1.0
DongXe_vitara,37486.0,0.0005068558928666702,0.022508054218053165,0.0,0.0,0.0,0.0,1.0
DongXe_vito,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_vivant,37486.0,0.0010670650376140426,0.032648963932998515,0.0,0.0,0.0,0.0,1.0
DongXe_vm_qhr490,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_voyager,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_wagon r+,37486.0,0.0003734727631649149,0.01932209203989234,0.0,0.0,0.0,0.0,1.0
DongXe_wigo,37486.0,0.004454996532038628,0.06659780669000813,0.0,0.0,0.0,0.0,1.0
DongXe_wira,37486.0,2.6676625940351065e-05,0.005164942007452849,0.0,0.0,0.0,0.0,1.0
DongXe_wish,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_wrangler,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_wrx,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_x terra,37486.0,0.00026676625940351065,0.016331019866543704,0.0,0.0,0.0,0.0,1.0
DongXe_x trail,37486.0,0.0015472443045403618,0.03930510847328224,0.0,0.0,0.0,0.0,1.0
DongXe_x1,37486.0,0.00042682601504561704,0.02065563400915374,0.0,0.0,0.0,0.0,1.0
DongXe_x2,37486.0,2.6676625940351065e-05,0.00516494200745285,0.0,0.0,0.0,0.0,1.0
DongXe_x3,37486.0,0.0005868857706877234,0.024218938522179694,0.0,0.0,0.0,0.0,1.0
DongXe_x4,37486.0,0.00024008963346315958,0.015493172491310716,0.0,0.0,0.0,0.0,1.0
DongXe_x5,37486.0,0.0006669156485087766,0.02581644149945932,0.0,0.0,0.0,0.0,1.0
DongXe_x6,37486.0,0.0006669156485087766,0.02581644149945932,0.0,0.0,0.0,0.0,1.0
DongXe_x7,37486.0,0.00040014938910526595,0.0199999985055111,0.0,0.0,0.0,0.0,1.0
DongXe_xa,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_xc40,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
DongXe_xc60,37486.0,0.00021341300752280852,0.014607297987199978,0.0,0.0,0.0,0.0,1.0
DongXe_xc90,37486.0,0.00026676625940351065,0.016331019866543704,0.0,0.0,0.0,0.0,1.0
DongXe_xf,37486.0,0.0002934428853438617,0.017127889612987068,0.0,0.0,0.0,0.0,1.0
DongXe_xg,37486.0,5.335325188070213e-05,0.0073042336051080394,0.0,0.0,0.0,0.0,1.0
DongXe_xj series,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_xl 7,37486.0,0.0033879314944245853,0.058108032916295745,0.0,0.0,0.0,0.0,1.0
DongXe_xl7,37486.0,0.00010670650376140426,0.010329470645929966,0.0,0.0,0.0,0.0,1.0
DongXe_xl_7,37486.0,5.335325188070213e-05,0.007304233605108039,0.0,0.0,0.0,0.0,1.0
DongXe_xl_7_1,37486.0,0.0002934428853438617,0.017127889612987068,0.0,0.0,0.0,0.0,1.0
DongXe_xpander,37486.0,0.017713279624393105,0.131908997123748,0.0,0.0,0.0,0.0,1.0
DongXe_xpander cross,37486.0,0.002614309342154404,0.05106411939220687,0.0,0.0,0.0,0.0,1.0
DongXe_yaris,37486.0,0.006349036973803553,0.07942855282164549,0.0,0.0,0.0,0.0,1.0
DongXe_yaris verso,37486.0,8.00298778210532e-05,0.008945703317957483,0.0,0.0,0.0,0.0,1.0
